enterprise_value,signing_date,industry_sector,client_name,target_inc_country,percentage_to_be_sold
23000,2023-01-01,retail,Cash Inc,GBR,51
11000,2026-04-01,finance,Love PLC,LVA,38
156000,2026-04-01,creative,Brooks PLC,KEN,50
148000,2021-12-31,infrastructure,Pfeiff International,BFA,86
91000,2026-04-01,retail,Presley PLC,TJK,7
32000,2022-10-11,retail,Randall SA,AIA,79
10000,2022-10-11,finance,Anders PLC,BFA,13
31000,2023-01-01,manufacturing,Mcpherson Ltd,MTQ,70
149000,2022-10-11,creative,Wilcoxen International,SAU,18
170000,2023-01-01,finance,Drumheller SA,HMD,69
88000,2021-12-31,manufacturing,Krivanek SA,TGO,87
125000,2023-01-01,creative,Mount SA,BWA,18
26000,2023-01-01,retail,Toole Inc,SDN,23
106000,2022-10-11,infrastructure,Baxter Inc,HKG,86
22000,2022-07-07,retail,Steele SA,PSE,66
137000,2022-10-11,retail,Baker PLC,TUN,39
137000,2022-10-11,creative,Dube Ltd,SGP,25
175000,2023-01-01,creative,Hutchins PLC,BHR,19
109000,2022-10-11,manufacturing,Tobe Ltd,GIN,10
58000,2022-10-11,manufacturing,Hinds PLC,DJI,30
48000,2021-12-31,manufacturing,Mckee Ltd,BLR,41
0000,2021-12-31,retail,Stewart GmbH,ISR,17
43000,2023-01-01,retail,Mccall Ltd,NER,85
47000,2022-07-07,creative,Miller GmbH,SRB,67
95000,2022-07-07,finance,Wilson GmbH,FRO,71
70000,2023-01-01,creative,Moore PLC,KOR,68
35000,2021-12-31,finance,Noguera International,SLB,82
171000,2021-12-31,finance,Lewis Inc,MMR,86
96000,2022-10-11,creative,Baker Ltd,ASM,61
14000,2022-10-11,manufacturing,Banderas International,ARE,57
52000,2023-01-01,manufacturing,Howard SA,ZMB,31
70000,2021-12-31,creative,Swick GmbH,NPL,60
54000,2022-10-11,infrastructure,Metz Ltd,FSM,38
113000,2026-04-01,manufacturing,Johnson PLC,BTN,33
95000,2021-12-31,infrastructure,Garis GmbH,GUM,68
145000,2022-07-07,infrastructure,Brown Ltd,TUV,74
155000,2021-12-31,infrastructure,Junior SA,MUS,35
22000,2023-01-01,finance,Price GmbH,ISR,78
52000,2022-10-11,finance,Pool International,AUT,82
19000,2022-07-07,infrastructure,Renfro Ltd,SLV,41
114000,2023-01-01,infrastructure,Dunn GmbH,ATF,81
75000,2026-04-01,infrastructure,Leblanc Inc,ERI,93
71000,2022-10-11,manufacturing,Mahajan International,SEN,92
7000,2026-04-01,manufacturing,Boone GmbH,AUS,69
73000,2022-07-07,infrastructure,Glover International,PER,35
93000,2026-04-01,finance,Gonzales Ltd,RWA,76
53000,2023-01-01,manufacturing,Mahon PLC,VNM,15
140000,2022-07-07,finance,Victoria Inc,SHN,67
109000,2023-01-01,retail,Carson Inc,SLE,4
154000,2026-04-01,creative,Hall GmbH,BRN,45
174000,2023-01-01,retail,Yaple Inc,SLB,100
150000,2021-12-31,finance,Mcginty GmbH,BWA,93
162000,2021-12-31,creative,Paul Inc,OMN,60
13000,2022-07-07,infrastructure,Hornback International,LVA,81
17000,2022-10-11,finance,Boyer GmbH,TUV,87
29000,2021-12-31,infrastructure,Cole Inc,TCD,60
66000,2022-07-07,finance,Litzenberger International,YEM,57
106000,2026-04-01,finance,Fly SA,NGA,3
88000,2022-10-11,finance,Hairston PLC,SWE,14
195000,2022-10-11,retail,Fabian Ltd,CZE,19
174000,2023-01-01,creative,Wachter SA,IDN,9
168000,2022-10-11,manufacturing,Ford SA,ATF,54
21000,2021-12-31,retail,Turpin GmbH,BOL,93
114000,2021-12-31,creative,Creamer SA,UMI,22
139000,2021-12-31,finance,Mejia Inc,ZAF,84
18000,2022-07-07,infrastructure,Goessl PLC,CYP,58
197000,2022-10-11,finance,Downing SA,IRN,66
129000,2022-10-11,manufacturing,Rabe Inc,YEM,16
125000,2022-07-07,finance,Mcvay Ltd,KGZ,35
70000,2022-07-07,manufacturing,Ortiz Ltd,PSE,1
17000,2026-04-01,infrastructure,Young Ltd,NER,74
115000,2026-04-01,finance,Hoff Inc,NZL,10
77000,2022-07-07,manufacturing,Mcknight SA,OMN,12
120000,2022-07-07,creative,Berman SA,GIB,51
41000,2026-04-01,creative,Beverly Ltd,AZE,15
142000,2022-07-07,creative,Soucy Ltd,TKL,81
25000,2023-01-01,infrastructure,Brewer PLC,HTI,58
44000,2023-01-01,infrastructure,Stoudt PLC,CHE,27
179000,2022-07-07,retail,Fox International,ARE,27
163000,2022-10-11,infrastructure,Adams Ltd,YEM,85
119000,2026-04-01,finance,Brown International,TUV,77
85000,2022-10-11,finance,Kelly PLC,IRQ,22
146000,2023-01-01,infrastructure,Bullard GmbH,GLP,32
151000,2021-12-31,infrastructure,Simmons PLC,TCA,22
115000,2023-01-01,finance,Rockett PLC,PNG,50
123000,2023-01-01,manufacturing,Small PLC,PAK,16
169000,2021-12-31,infrastructure,Schultz Inc,SEN,44
143000,2021-12-31,retail,Lara Ltd,ATG,10
114000,2022-07-07,retail,Hathaway SA,GRC,95
74000,2021-12-31,manufacturing,Gold PLC,NZL,16
32000,2021-12-31,infrastructure,George PLC,PAN,76
23000,2022-07-07,creative,Staubin SA,ARE,80
12000,2022-10-11,finance,Summers GmbH,NCL,52
158000,2022-07-07,finance,Cortes International,BES,28
134000,2022-07-07,creative,Harne International,MYS,33
130000,2023-01-01,infrastructure,Fields Inc,SVN,73
67000,2023-01-01,creative,Morin Ltd,SLE,98
75000,2022-07-07,infrastructure,Lemieux PLC,ETH,51
90000,2021-12-31,infrastructure,Peoples GmbH,SGP,43
181000,2026-04-01,finance,Crow International,LUX,48
118000,2026-04-01,infrastructure,Green SA,SRB,74
7000,2021-12-31,retail,Britton Ltd,SGP,81
73000,2022-07-07,manufacturing,Lemaster Inc,SLE,96
154000,2026-04-01,infrastructure,Sykes SA,JPN,82
71000,2021-12-31,infrastructure,Shoemaker PLC,AGO,96
0000,2022-10-11,infrastructure,Ward Inc,ECU,84
175000,2026-04-01,infrastructure,Hartley Inc,UZB,25
13000,2022-10-11,retail,Rodkey International,FRA,11
115000,2022-10-11,manufacturing,Giraldo SA,BFA,10
40000,2022-10-11,creative,Russell Ltd,PCN,88
3000,2022-10-11,manufacturing,Mcbeth SA,GRD,49
45000,2026-04-01,creative,Northcutt PLC,GNQ,98
22000,2022-10-11,creative,Carlson PLC,BFA,59
104000,2022-07-07,finance,Davis GmbH,KOR,63
114000,2021-12-31,manufacturing,Friou GmbH,CIV,70
117000,2022-10-11,finance,Keil GmbH,NCL,90
191000,2026-04-01,creative,Anderson Ltd,PSE,8
148000,2023-01-01,manufacturing,Charlesworth Ltd,KIR,83
161000,2021-12-31,infrastructure,Cooper International,SJM,11
158000,2021-12-31,creative,Smith International,IMN,64
159000,2023-01-01,retail,Pender SA,ASM,59
186000,2023-01-01,retail,Nichols Inc,CIV,14
32000,2023-01-01,finance,Laws SA,YEM,96
103000,2023-01-01,creative,Monahan GmbH,BLZ,93
74000,2022-10-11,creative,Johnson Ltd,BEL,86
73000,2022-07-07,creative,Dillahunt GmbH,LBN,90
74000,2022-10-11,creative,Hall Inc,BFA,73
81000,2022-10-11,finance,Hartwell International,VUT,11
152000,2022-07-07,manufacturing,Greene SA,BTN,39
146000,2022-07-07,finance,Hodges PLC,POL,85
138000,2026-04-01,infrastructure,Fisher Ltd,GLP,29
41000,2022-07-07,creative,Mitchell Ltd,AGO,56
90000,2021-12-31,infrastructure,Harris Ltd,TUN,67
60000,2026-04-01,finance,Gallardo SA,MYS,75
12000,2022-10-11,manufacturing,Hunt PLC,THA,94
167000,2026-04-01,finance,Briggs SA,LBY,61
9000,2022-07-07,manufacturing,Johnson SA,TKL,67
112000,2026-04-01,retail,Bishop Inc,TCA,82
189000,2023-01-01,creative,Lawson Ltd,CXR,70
110000,2026-04-01,retail,Contos GmbH,CHL,28
160000,2022-07-07,retail,Lisonbee Inc,SHN,60
48000,2022-10-11,creative,Wyrick GmbH,WSM,41
62000,2022-07-07,retail,Lee PLC,MAF,65
53000,2022-07-07,finance,Womack SA,JOR,73
79000,2023-01-01,creative,Adams Inc,SGP,14
134000,2026-04-01,creative,Lee PLC,HND,87
151000,2022-10-11,manufacturing,Wagstaff PLC,AND,38
115000,2026-04-01,retail,Wysong International,TWN,12
167000,2023-01-01,creative,Goe SA,AFG,76
163000,2021-12-31,manufacturing,Beltron PLC,JAM,65
97000,2021-12-31,creative,Martin Inc,BLR,92
48000,2021-12-31,creative,Kamp GmbH,BEN,30
98000,2022-10-11,manufacturing,Kendrick International,LBY,87
193000,2022-07-07,retail,Groll PLC,CZE,26
33000,2021-12-31,manufacturing,Mcgown International,FIN,82
193000,2022-07-07,retail,Mayo PLC,CHE,15
100000,2021-12-31,retail,Raymond International,ZMB,62
172000,2023-01-01,manufacturing,Davis Inc,ARM,15
161000,2022-10-11,retail,Mcelwaine Ltd,ZAF,39
69000,2022-10-11,creative,Tolliver GmbH,ATG,84
116000,2022-07-07,retail,Amado Inc,CIV,94
115000,2026-04-01,creative,Chaffin Inc,BHS,29
0000,2023-01-01,creative,Caldwell GmbH,AFG,60
108000,2022-07-07,infrastructure,Foster Inc,ATA,51
171000,2026-04-01,infrastructure,Messler GmbH,NRU,68
107000,2023-01-01,finance,Smith Ltd,PRY,98
81000,2022-10-11,creative,King PLC,MDG,15
57000,2022-07-07,infrastructure,Balding PLC,IND,19
77000,2021-12-31,creative,Bodo SA,JEY,18
60000,2023-01-01,finance,Steiger SA,GHA,94
32000,2022-07-07,creative,Mcknight Ltd,MTQ,52
7000,2023-01-01,manufacturing,Smith International,BEL,83
36000,2021-12-31,creative,Thompson PLC,HND,55
120000,2023-01-01,finance,Newell Ltd,CIV,95
101000,2026-04-01,manufacturing,Gomez International,ITA,28
2000,2023-01-01,retail,Paskey PLC,PLW,1
116000,2026-04-01,creative,Pierce International,AIA,12
47000,2023-01-01,creative,Whiteside GmbH,GRL,38
138000,2026-04-01,finance,Toney GmbH,PRT,67
56000,2022-07-07,creative,Busbee PLC,LKA,82
31000,2023-01-01,infrastructure,Faunce International,MAC,85
31000,2022-07-07,finance,Jo Inc,KEN,82
109000,2022-10-11,infrastructure,Alzugaray Inc,BES,77
59000,2023-01-01,manufacturing,Tack Ltd,VGB,51
39000,2023-01-01,infrastructure,Worley Ltd,STP,6
111000,2022-10-11,infrastructure,Wales PLC,ASM,22
192000,2021-12-31,finance,Lampl International,PYF,33
161000,2026-04-01,creative,Bradford Inc,LBN,41
178000,2022-07-07,finance,Leon PLC,ALA,98
23000,2022-07-07,manufacturing,Colson PLC,IRQ,70
137000,2021-12-31,retail,Flynn Inc,GNQ,85
177000,2021-12-31,creative,Austin SA,MTQ,99
149000,2022-07-07,infrastructure,Pileggi International,ARM,76
162000,2026-04-01,finance,Majure SA,NGA,21
173000,2022-10-11,manufacturing,Dabney International,IRN,91
88000,2021-12-31,finance,Foster GmbH,CYP,80
6000,2023-01-01,finance,Lareau PLC,KWT,78
150000,2026-04-01,retail,Allen Inc,VIR,13
65000,2026-04-01,manufacturing,Dotson International,CYP,51
53000,2026-04-01,manufacturing,Boren Ltd,SAU,70
127000,2026-04-01,retail,Herman Inc,MKD,31
191000,2022-10-11,infrastructure,Harvey SA,SHN,53
54000,2022-10-11,retail,Parmenter PLC,CXR,70
86000,2022-10-11,infrastructure,Hamilton PLC,PAN,90
167000,2026-04-01,finance,Fisher GmbH,NZL,89
7000,2026-04-01,infrastructure,Blazek Inc,NLD,1
18000,2026-04-01,finance,Ciriaco Ltd,MDG,5
149000,2026-04-01,finance,Seth Ltd,GHA,21
16000,2021-12-31,infrastructure,Gerhart GmbH,PHL,76
16000,2023-01-01,infrastructure,Coats GmbH,THA,58
198000,2023-01-01,finance,Osmond Ltd,BDI,86
122000,2022-10-11,finance,Maynard Ltd,GIN,11
33000,2021-12-31,infrastructure,Cropp Ltd,SSD,30
170000,2022-10-11,manufacturing,Garcia International,KWT,62
103000,2022-07-07,finance,Steinberg International,CMR,24
191000,2022-10-11,manufacturing,Horace Inc,COG,34
150000,2021-12-31,manufacturing,Akers International,FJI,59
108000,2022-07-07,infrastructure,Humphries Ltd,GUY,60
197000,2021-12-31,creative,Cantrell GmbH,GBR,40
28000,2026-04-01,finance,Castro SA,SUR,31
129000,2026-04-01,finance,Strause Inc,STP,57
51000,2023-01-01,retail,Hill SA,GRL,58
78000,2022-07-07,finance,Stamper PLC,WSM,24
45000,2026-04-01,finance,Taylor GmbH,AND,54
107000,2022-10-11,infrastructure,Watkins SA,TGO,60
185000,2022-07-07,finance,Barclay PLC,SGS,54
121000,2021-12-31,manufacturing,Diaz Inc,MNP,82
138000,2022-10-11,infrastructure,Ide International,GHA,75
56000,2021-12-31,creative,Grisham PLC,KGZ,14
193000,2021-12-31,retail,Hasler GmbH,TKL,61
192000,2022-07-07,infrastructure,Jansons SA,MLI,4
197000,2022-10-11,infrastructure,Ovando PLC,ZWE,36
104000,2021-12-31,infrastructure,Gunter Ltd,CUW,77
154000,2022-07-07,manufacturing,Owens GmbH,GIB,59
190000,2026-04-01,finance,Chan International,LVA,38
55000,2022-10-11,finance,Johnson GmbH,AUT,82
160000,2022-07-07,retail,Mettlen International,MNP,23
88000,2023-01-01,infrastructure,Burley SA,COL,60
121000,2023-01-01,manufacturing,Mcgovern Ltd,NFK,79
33000,2023-01-01,finance,Davis PLC,CHN,55
155000,2026-04-01,infrastructure,Francis GmbH,BEL,18
149000,2023-01-01,infrastructure,Thomas Ltd,LKA,18
167000,2026-04-01,creative,Watson PLC,COM,36
101000,2021-12-31,infrastructure,Mead SA,SGP,70
66000,2026-04-01,creative,Hill International,SAU,93
71000,2026-04-01,infrastructure,Wolfenbarger SA,COL,43
2000,2026-04-01,infrastructure,Mckee GmbH,DNK,67
177000,2022-07-07,infrastructure,Daniels International,CRI,59
197000,2022-07-07,creative,Ramsey International,COK,56
87000,2023-01-01,manufacturing,Mendoza International,TUV,99
10000,2021-12-31,finance,Torres Ltd,CHE,25
172000,2021-12-31,creative,Patterson PLC,WSM,38
156000,2021-12-31,creative,Reynolds GmbH,NIU,21
11000,2022-07-07,retail,Baumeister GmbH,BFA,2
105000,2022-10-11,creative,Gibson Inc,VUT,9
80000,2022-07-07,creative,Bartlett International,MUS,8
18000,2022-07-07,manufacturing,Girouard Ltd,MMR,29
69000,2026-04-01,retail,Sheikh PLC,BRN,37
99000,2026-04-01,finance,Laney Inc,POL,38
35000,2022-10-11,manufacturing,Brown PLC,SLE,97
86000,2026-04-01,retail,Monarez International,MOZ,14
36000,2022-07-07,infrastructure,Murphy SA,HND,69
18000,2026-04-01,infrastructure,Sanchez SA,PAK,48
145000,2026-04-01,creative,Salimi PLC,BGD,18
149000,2026-04-01,infrastructure,Hernandez PLC,CYM,49
167000,2026-04-01,retail,Boggess International,VEN,44
102000,2023-01-01,infrastructure,Tingley International,FJI,70
14000,2023-01-01,creative,Colbert International,DOM,21
20000,2022-07-07,infrastructure,Mcbride PLC,TWN,66
54000,2022-07-07,manufacturing,Bradley Inc,MCO,83
21000,2026-04-01,infrastructure,Berrios GmbH,NIC,2
75000,2022-07-07,retail,Griffin PLC,URY,5
171000,2026-04-01,retail,Wood PLC,GLP,8
140000,2026-04-01,manufacturing,Swinney SA,RWA,24
199000,2022-10-11,creative,Fitanides Inc,MMR,38
129000,2022-10-11,finance,Marks Inc,SVN,61
7000,2023-01-01,finance,Gonzalez PLC,NFK,11
22000,2023-01-01,manufacturing,Lamothe Inc,GTM,33
58000,2021-12-31,finance,Watkins GmbH,NFK,41
51000,2026-04-01,creative,Childers International,SGP,46
188000,2022-07-07,finance,Comer GmbH,FJI,15
62000,2021-12-31,manufacturing,Ware SA,JOR,54
139000,2022-10-11,creative,Marcano International,CMR,9
48000,2022-07-07,retail,Hicks GmbH,ATF,1
166000,2022-10-11,infrastructure,Hurtado PLC,MCO,94
196000,2021-12-31,manufacturing,Balderama SA,SGS,12
95000,2021-12-31,finance,Harkins International,MTQ,20
176000,2022-10-11,finance,Allison International,KWT,97
182000,2026-04-01,finance,Williams SA,SEN,15
95000,2022-07-07,infrastructure,Graham Ltd,ZMB,84
130000,2026-04-01,manufacturing,Spears GmbH,SEN,71
197000,2022-07-07,manufacturing,Gibson International,IRN,36
163000,2023-01-01,creative,Wells Ltd,MNE,68
94000,2022-10-11,finance,Baker Inc,NRU,67
51000,2022-10-11,infrastructure,Trejo PLC,ATA,87
87000,2026-04-01,infrastructure,Faulkner International,GGY,88
34000,2023-01-01,creative,Ruiz Inc,TLS,86
118000,2022-10-11,manufacturing,Jones SA,MWI,16
199000,2022-07-07,infrastructure,Grimmett SA,GIB,67
26000,2026-04-01,finance,Coley Inc,BHR,2
90000,2022-10-11,finance,Rogers GmbH,HND,29
151000,2023-01-01,retail,Phelps Ltd,NOR,62
4000,2022-10-11,creative,Carpenter Ltd,BHR,41
23000,2026-04-01,finance,Freeman International,LIE,17
13000,2022-10-11,retail,Sanchez Ltd,ERI,10
183000,2026-04-01,creative,Moreno PLC,HRV,39
146000,2022-10-11,creative,Lacey GmbH,URY,37
107000,2022-10-11,infrastructure,Williams Ltd,SLE,55
11000,2022-10-11,creative,Pitzer Ltd,CZE,37
122000,2021-12-31,infrastructure,Harriman PLC,MAF,95
36000,2026-04-01,manufacturing,Musumeci Inc,CUW,12
182000,2022-07-07,retail,Shepard Ltd,BIH,60
58000,2022-07-07,finance,Navarrette SA,CZE,97
61000,2023-01-01,infrastructure,Swee GmbH,GAB,60
180000,2022-10-11,creative,Reker SA,MDG,35
15000,2022-07-07,infrastructure,Jackson Inc,TUR,4
153000,2023-01-01,manufacturing,Derouen PLC,PRI,87
69000,2021-12-31,retail,Oliver Inc,STP,50
141000,2023-01-01,retail,Cox International,BRA,46
2000,2022-10-11,finance,Douglas PLC,EGY,84
192000,2023-01-01,finance,Rosales Inc,CAN,82
197000,2023-01-01,finance,Long Inc,VCT,58
15000,2023-01-01,creative,Hochstetler Inc,HRV,24
178000,2022-10-11,creative,Kendall International,MRT,72
199000,2022-07-07,creative,Riseden PLC,POL,41
173000,2021-12-31,finance,Duesterhaus PLC,PLW,98
185000,2022-07-07,creative,Totten GmbH,CYM,56
111000,2021-12-31,creative,Gonzalez Ltd,NCL,22
184000,2022-07-07,manufacturing,Nason PLC,NRU,87
172000,2026-04-01,retail,Hernandez PLC,WLF,93
46000,2021-12-31,finance,Fultz SA,GRL,87
101000,2021-12-31,creative,Dollar Inc,PLW,46
131000,2021-12-31,creative,Gibbons GmbH,VCT,40
108000,2021-12-31,retail,Thompson SA,TGO,79
155000,2021-12-31,infrastructure,Wheeler SA,FLK,52
47000,2021-12-31,finance,Simms International,BGR,65
82000,2022-07-07,creative,Coppa Ltd,IND,16
190000,2026-04-01,manufacturing,Conover GmbH,BGR,78
139000,2026-04-01,retail,Varner GmbH,LSO,34
183000,2023-01-01,finance,Tegeler GmbH,ESP,52
50000,2023-01-01,retail,Stewart Ltd,BWA,39
31000,2022-10-11,manufacturing,Holman Inc,ESH,84
170000,2023-01-01,finance,James GmbH,ATG,56
199000,2026-04-01,infrastructure,Gomez Ltd,KIR,82
129000,2021-12-31,infrastructure,Copeland PLC,GIB,78
92000,2026-04-01,finance,Wrona SA,MCO,93
74000,2022-07-07,infrastructure,Landis Ltd,WSM,83
118000,2022-07-07,creative,Anderson PLC,MYS,56
39000,2022-10-11,manufacturing,Hayes GmbH,VGB,94
109000,2022-07-07,creative,Davis International,NLD,41
116000,2022-07-07,manufacturing,Chiasson PLC,BEN,21
84000,2022-10-11,retail,Embree Ltd,TTO,64
195000,2026-04-01,creative,Gordon Inc,MDV,50
172000,2023-01-01,infrastructure,Gary Inc,CXR,17
34000,2021-12-31,creative,Brown Inc,BTN,66
153000,2021-12-31,infrastructure,Phillips GmbH,WSM,2
86000,2023-01-01,retail,Holt PLC,ITA,41
35000,2026-04-01,infrastructure,Peter International,LBR,61
51000,2022-07-07,infrastructure,Staley GmbH,UMI,30
21000,2022-10-11,finance,Christian SA,MEX,3
120000,2023-01-01,infrastructure,Childress PLC,SEN,19
15000,2026-04-01,finance,Perez Inc,VGB,70
31000,2023-01-01,creative,Varella Inc,SEN,15
136000,2023-01-01,creative,Hodge International,SGS,57
44000,2026-04-01,retail,Mock Inc,ATG,38
57000,2026-04-01,infrastructure,Ownbey SA,MMR,78
87000,2022-07-07,infrastructure,Teixeira SA,NCL,99
100000,2022-10-11,retail,Williams Ltd,SHN,11
62000,2021-12-31,creative,Sweeney PLC,AUS,81
99000,2023-01-01,infrastructure,Jenkins PLC,ALB,23
75000,2021-12-31,creative,Walker Inc,KNA,90
151000,2023-01-01,manufacturing,Moss Ltd,TUR,28
47000,2026-04-01,manufacturing,Chong Ltd,POL,5
180000,2026-04-01,retail,Rivera PLC,GRD,41
126000,2026-04-01,retail,Davis Inc,FSM,50
105000,2022-10-11,retail,Regalado PLC,HMD,24
127000,2022-07-07,retail,Copley SA,CYP,21
78000,2022-07-07,manufacturing,Sheets GmbH,HMD,72
150000,2023-01-01,infrastructure,Kyser Ltd,LIE,7
58000,2023-01-01,creative,Rodriguez SA,CIV,13
37000,2023-01-01,infrastructure,Avila SA,SDN,21
78000,2023-01-01,finance,Pierce International,KOR,36
197000,2021-12-31,retail,Dailey SA,GGY,92
138000,2022-10-11,retail,Hinsley Inc,QAT,88
68000,2022-10-11,creative,Davis International,ETH,49
40000,2022-10-11,retail,Wise SA,ATG,9
27000,2023-01-01,finance,Williams Inc,SYR,50
192000,2026-04-01,creative,Robles GmbH,MKD,94
172000,2026-04-01,finance,Gore Inc,NOR,98
52000,2023-01-01,retail,Chandler GmbH,ZMB,68
103000,2022-07-07,retail,Harris PLC,GBR,3
129000,2023-01-01,manufacturing,Vanmeter Inc,IND,77
156000,2022-10-11,retail,Cranford PLC,BFA,80
11000,2026-04-01,manufacturing,White International,COK,79
89000,2021-12-31,manufacturing,Graves PLC,NOR,39
74000,2026-04-01,retail,Kerr Inc,BDI,36
187000,2026-04-01,retail,Sample Inc,SDN,96
98000,2022-10-11,creative,Edwards GmbH,ALA,45
79000,2026-04-01,infrastructure,Martin Ltd,IMN,21
123000,2023-01-01,infrastructure,Rodriguez PLC,SLV,61
168000,2023-01-01,infrastructure,Gaines International,BTN,6
151000,2022-10-11,creative,Magnie Ltd,FRA,46
160000,2022-10-11,creative,Leal GmbH,CAN,24
72000,2022-10-11,infrastructure,Sullivan International,URY,97
16000,2023-01-01,finance,Henderson SA,BEL,87
199000,2021-12-31,manufacturing,Tomidy Ltd,GRL,48
176000,2023-01-01,finance,Sweed Inc,GHA,81
22000,2026-04-01,retail,Barba PLC,AGO,98
171000,2022-10-11,finance,Bennett PLC,STP,47
185000,2026-04-01,retail,Fleming Inc,MOZ,56
74000,2022-10-11,retail,Primavera Ltd,SWE,74
141000,2022-10-11,retail,Caldwell Inc,CZE,70
131000,2022-10-11,infrastructure,Wagoner Ltd,GUY,5
131000,2022-10-11,finance,Henderson Ltd,ZMB,81
66000,2021-12-31,finance,Davis International,MTQ,36
143000,2022-07-07,finance,Ross Inc,VCT,71
156000,2023-01-01,infrastructure,Castro PLC,KAZ,58
2000,2022-10-11,infrastructure,Tran PLC,HUN,97
10000,2026-04-01,finance,Aguirre PLC,JOR,7
